TowerID,Location,Operator,Band,Traffic,Uptime,Faults,Faults_Class,Uptime_Class,Traffic_per_Fault,Downtime,Fault_Severity_Index,Log_Traffic,Log_Downtime,Log_Traffic_per_Fault,Uptime_Traffic,Traffic_per_Downtime,Traffic_Squared,Uptime_Squared,Traffic_Bin,Uptime_Bin
2223,Central,Operator2,2100 MHz,90.82,102.41,2,High,High Uptime,45.41,-2.4099999999999966,-0.2049999999999983,4.519830138821076,,3.837514953253084,9300.876199999999,-37.684647302904615,8248.272399999998,10487.8081,Medium,
2224,East,Operator2,2300 MHz,66.53,95.28,5,High,High Uptime,13.306,4.719999999999999,4.859999999999999,4.212571943586751,1.7439688053917064,2.6606790296861917,6338.9784,14.095338983050851,4426.2409,9078.278400000001,Low,High
2225,West,Operator2,800 MHz,152.65,93.55,2,High,Low Uptime,76.325,6.450000000000003,4.225000000000001,5.034677288576494,2.0082140323914683,4.3480173185711335,14280.4075,23.666666666666657,23302.022500000003,8751.602499999999,Very High,Medium
2226,Central,Operator3,2100 MHz,109.58,93.22,2,High,Low Uptime,54.79,6.780000000000001,4.390000000000001,4.705739240909787,2.0515563381903004,4.021594641857437,10215.0476,16.1622418879056,12007.776399999999,8689.9684,High,Medium
2227,North,Operator3,1800 MHz,100.19,93.04,2,High,Low Uptime,50.095,6.959999999999994,4.479999999999997,4.616999937741668,2.074428999856291,3.933686645064172,9321.6776,14.395114942528748,10038.0361,8656.441600000002,High,Medium
2228,East,Operator3,2300 MHz,123.73,86.93,2,High,Low Uptime,61.865,13.069999999999991,7.534999999999997,4.826151401137618,2.644044871126297,4.140989570045145,10755.8489,9.466717674062746,15309.1129,7556.824900000001,Very High,Low
2229,West,Operator3,2500 MHz,77.42,98.29,0,Low,High Uptime,77.42,1.7099999999999935,0.8549999999999969,4.362078996864185,0.9969486348916071,4.362078996864185,7609.611800000001,45.27485380116976,5993.856400000001,9660.924100000002,Low,High
2230,West,Operator3,2500 MHz,107.01,95.98,2,High,High Uptime,53.505,4.019999999999996,3.009999999999998,4.682223815430382,1.613429933703637,3.9982924405803217,10270.819800000001,26.619402985074654,11451.1401,9212.1604,High,High
2231,South,Operator1,1800 MHz,107.29,100.85,2,High,High Uptime,53.645,-0.8499999999999943,0.5750000000000028,4.684812813640288,-1.8971199848858433,4.0008577191286365,10820.1965,-126.22352941176555,11511.144100000001,10170.722499999998,High,
2232,North,Operator3,800 MHz,113.06,90.73,3,High,Low Uptime,37.68666666666667,9.269999999999996,6.134999999999998,4.736724625728392,2.3292270239404664,3.6554950100943526,10257.9338,12.196332254584688,12782.563600000001,8231.932900000002,Very High,Medium
2233,Central,Operator1,1800 MHz,126.79,101.56,0,Low,High Uptime,126.79,-1.5600000000000025,-0.7800000000000011,4.850388291620612,,4.850388291620612,12876.7924,-81.2756410256409,16075.7041,10314.4336,Very High,
2234,West,Operator2,2500 MHz,95.88,96.1,2,High,High Uptime,47.94,3.9000000000000057,2.950000000000003,4.573473099244836,1.5892352051165821,3.8905950580145254,9214.068,24.584615384615347,9192.9744,9235.21,Medium,High
2235,East,Operator1,2100 MHz,80.5,107.26,2,High,High Uptime,40.25,-7.260000000000005,-2.6300000000000026,4.400603020246817,,3.71965111278069,8634.43,-11.088154269972444,6480.25,11504.707600000002,Low,
2236,West,Operator1,1800 MHz,115.71,90.53,1,Low,Low Uptime,115.71,9.47,5.234999999999999,4.759692225424262,2.348514024882445,4.759692225424262,10475.2263,12.218585005279829,13388.8041,8195.6809,Very High,Medium
2237,North,Operator2,2100 MHz,113.57,102.54,2,High,High Uptime,56.785,-2.5400000000000063,-0.2700000000000031,4.741185989905534,,4.056729226427405,11645.4678,-44.71259842519674,12898.1449,10514.451600000002,Very High,
2238,North,Operator2,2300 MHz,71.54,92.43,1,Low,Low Uptime,71.54,7.569999999999993,4.284999999999997,4.284138133854756,2.1482677326096877,4.284138133854756,6612.442200000001,9.450462351387063,5117.971600000001,8543.304900000001,Low,Medium
2239,South,Operator2,1800 MHz,58.52,93.74,1,Low,Low Uptime,58.52,6.260000000000005,3.6300000000000026,4.086312390524836,1.9823798288367054,4.086312390524836,5485.6648,9.34824281150159,3424.5904000000005,8787.1876,Low,Medium
2240,Central,Operator2,800 MHz,105.51,96.47,1,Low,High Uptime,105.51,3.530000000000001,2.265000000000001,4.6682388774550745,1.510721939494943,4.6682388774550745,10178.5497,29.889518413597724,11132.360100000002,9306.4609,High,High
2241,Central,Operator1,1800 MHz,71.02,90.04,4,High,Low Uptime,17.755,9.959999999999994,6.979999999999997,4.276943858220729,2.3942522815198686,2.9314603835338504,6394.6408,7.130522088353418,5043.840399999999,8107.201600000001,Low,Medium
2242,Central,Operator3,800 MHz,101.92,103.09,1,Low,High Uptime,101.92,-3.0900000000000034,-1.0450000000000017,4.6339519874135435,,4.6339519874135435,10506.9328,-32.9838187702265,10387.6864,10627.5481,High,
2243,East,Operator2,800 MHz,139.02,98.31,0,Low,High Uptime,139.02,1.6899999999999975,0.8449999999999989,4.941785269549052,0.9895411936137468,4.941785269549052,13667.0562,82.26035502958592,19326.560400000002,9664.8561,Very High,High
2244,North,Operator1,1800 MHz,107.24,97.54,1,Low,High Uptime,107.24,2.4599999999999937,1.7299999999999969,4.684350983862532,1.2412685890696311,4.684350983862532,10460.1896,43.593495934959456,11500.417599999999,9514.0516,High,High
2245,Central,Operator1,2500 MHz,90.55,100.84,2,High,High Uptime,45.275,-0.8400000000000034,0.5799999999999983,4.516885271120519,-1.8325814637483313,3.834601858459561,9131.062,-107.79761904761861,8199.3025,10168.705600000001,Medium,
2246,North,Operator1,1800 MHz,56.43,96.55,2,High,High Uptime,28.215,3.450000000000003,2.7250000000000014,4.050566814876205,1.4929040961781495,3.3746822760064004,5448.3165,16.35652173913042,3184.3449,9321.9025,Low,High
2247,North,Operator3,2100 MHz,54.26,92.37,1,Low,Low Uptime,54.26,7.6299999999999955,4.314999999999998,4.01204931949527,2.155244505095336,4.01204931949527,5011.9962000000005,7.111402359108785,2944.1476,8532.216900000001,Low,Medium
2248,Central,Operator3,2300 MHz,46.48,91.77,3,High,Low Uptime,15.493333333333332,8.230000000000004,5.615000000000002,3.860308569741467,2.2224590485147613,2.8029562588561774,4265.469599999999,5.6476306196840795,2160.3903999999998,8421.732899999999,Low,Medium
2249,North,Operator2,2500 MHz,103.47,96.69,3,High,High Uptime,34.49,3.3100000000000023,3.155000000000001,4.648899948849416,1.460937904115657,3.569250966658405,10004.514299999999,31.259818731117804,10706.0409,9348.9561,High,High
2250,Central,Operator2,2100 MHz,113.68,94.81,3,High,Low Uptime,37.89333333333334,5.189999999999998,4.094999999999999,4.742145641015169,1.8229350866965044,3.660822856331411,10778.000800000002,21.903660886319855,12923.142400000002,8988.9361,Very High,Medium
2251,East,Operator2,2300 MHz,80.48,82.2,0,Low,Low Uptime,80.48,17.799999999999997,8.899999999999999,4.400357591358605,2.9338568698359033,4.400357591358605,6615.456,4.521348314606742,6477.030400000001,6756.84,Low,Low
2252,South,Operator1,800 MHz,93.39,104.34,2,High,High Uptime,46.695,-4.340000000000003,-1.1700000000000017,4.547435135336853,,3.864826570597171,9744.312600000001,-21.518433179723484,8721.6921,10886.8356,Medium,
2253,West,Operator2,2100 MHz,107.23,93.07,2,High,Low Uptime,53.615,6.930000000000007,4.465000000000003,4.684258592307055,2.0706530356467576,4.000308570295506,9979.8961,15.47330447330446,11498.272900000002,8662.024899999999,High,Medium
2254,South,Operator1,800 MHz,99.27,97.22,0,Low,High Uptime,99.27,2.780000000000001,1.3900000000000006,4.607866547535834,1.3297240096314966,4.607866547535834,9651.0294,35.708633093525165,9854.532899999998,9451.7284,High,High
2255,East,Operator1,800 MHz,51.97,97.16,2,High,High Uptime,25.985,2.8400000000000034,2.4200000000000017,3.969725715556435,1.3454723665996364,3.295281156070606,5049.4052,18.299295774647867,2700.8808999999997,9440.0656,Low,High
2256,Central,Operator1,800 MHz,95.24,97.56,0,Low,High Uptime,95.24,2.4399999999999977,1.2199999999999989,4.566845071666423,1.2354714713853063,4.566845071666423,9291.6144,39.03278688524593,9070.657599999999,9517.9536,Medium,High
2257,South,Operator1,2300 MHz,86.32,90.04,4,High,Low Uptime,21.58,9.959999999999994,6.979999999999997,4.469579531681743,2.3942522815198686,3.1170645587215158,7772.2528,8.666666666666671,7451.142399999999,8107.201600000001,Medium,Medium
2258,North,Operator1,800 MHz,124.34,88.86,3,High,Low Uptime,41.446666666666665,11.14,7.07,4.831030044796529,2.496505785631352,3.7482483859207694,11048.8524,11.161579892280072,15460.4356,7896.0996,Very High,Low
2259,South,Operator3,2100 MHz,60.44,99.69,2,High,High Uptime,30.22,0.3100000000000023,1.1550000000000011,4.118061088839417,0.2700271372130619,3.441058915087286,6025.263599999999,194.96774193548242,3652.9936,9938.096099999999,Low,High
2260,East,Operator1,1800 MHz,90.81,100.46,3,High,High Uptime,30.27,-0.4599999999999937,1.2700000000000031,4.519721224155608,-0.6161861394238053,3.44265917146975,9122.7726,-197.41304347826357,8246.456100000001,10092.211599999999,Medium,
2261,South,Operator1,2100 MHz,80.94,99.42,1,Low,High Uptime,80.94,0.5799999999999983,0.7899999999999991,4.4059872721187245,0.4574248470388743,4.4059872721187245,8047.0548,139.55172413793144,6551.2836,9884.3364,Low,High
2262,Central,Operator3,2500 MHz,123.34,88.6,2,High,Low Uptime,61.67,11.400000000000006,6.700000000000003,4.823019748841191,2.5176964726109916,4.137882864236584,10927.923999999999,10.81929824561403,15212.7556,7849.959999999999,Very High,Low
2263,East,Operator1,2300 MHz,86.51,87.37,1,Low,Low Uptime,86.51,12.629999999999995,6.814999999999998,4.47175307254774,2.6122732457084408,4.47175307254774,7558.378700000001,6.849564528899449,7483.980100000001,7633.5169000000005,Medium,Low
2264,South,Operator2,2100 MHz,93.61,93.87,2,High,Low Uptime,46.805,6.129999999999996,4.064999999999998,4.549763178716352,1.964311234426204,3.867130236537409,8787.1707,15.270799347471462,8762.8321,8811.5769,Medium,Medium
2265,West,Operator1,2100 MHz,118.95,102.73,2,High,High Uptime,59.475,-2.730000000000004,-0.365000000000002,4.787074989285704,,4.102230056496091,12219.7335,-43.571428571428505,14149.1025,10553.4529,Very High,
2266,South,Operator2,800 MHz,85.71,93.34,4,High,Low Uptime,21.4275,6.659999999999997,5.329999999999998,4.462569217389069,2.0360119837524993,3.110287884451301,8000.171399999999,12.869369369369375,7346.204099999999,8712.3556,Medium,Medium
2267,Central,Operator2,2500 MHz,126.78,84.74,2,High,Low Uptime,63.39,15.260000000000003,8.630000000000003,4.850310035174197,2.7887081041196646,4.164958341550092,10743.3372,8.30799475753604,16073.1684,7180.8676,Very High,Low
2268,Central,Operator1,1800 MHz,76.41,90.43,2,High,Low Uptime,38.205,9.569999999999991,5.784999999999997,4.349115971216622,2.3580197998821455,3.668804289682885,6909.7563,7.984326018808784,5838.4881,8177.584900000002,Low,Medium
2269,North,Operator1,1800 MHz,102.88,87.09,4,High,Low Uptime,25.72,12.909999999999997,8.454999999999998,4.643236386794547,2.632608005935351,3.285412348668445,8959.8192,7.96901626646011,10584.294399999999,7584.668100000001,High,Low
2270,East,Operator3,2100 MHz,95.86,98.37,3,High,High Uptime,31.953333333333333,1.6299999999999957,2.3149999999999977,4.573266636975083,0.9669838461896715,3.4950924192107036,9429.7482,58.8098159509204,9189.1396,9676.656900000002,Medium,High
2271,West,Operator2,2300 MHz,94.22,86.37,0,Low,Low Uptime,94.22,13.629999999999995,6.814999999999998,4.556190003766373,2.6830742150320326,4.556190003766373,8137.781400000001,6.912692589875277,8877.4084,7459.776900000001,Medium,Low
2272,South,Operator3,2100 MHz,88.33,86.56,2,High,Low Uptime,44.165,13.439999999999998,7.719999999999999,4.492337377713747,2.67000213346468,3.8103224506018067,7645.8448,6.57217261904762,7802.1889,7492.6336,Medium,Low
2273,South,Operator1,2100 MHz,80.36,98.57,0,Low,High Uptime,80.36,1.4300000000000068,0.7150000000000034,4.398883751740304,0.8878912573524599,4.398883751740304,7921.0851999999995,56.19580419580393,6457.7296,9716.044899999999,Low,High
2274,North,Operator3,2500 MHz,108.81,90.19,2,High,Low Uptime,54.405,9.810000000000002,5.905000000000001,4.698751599609622,2.380471631651117,4.0146698423882885,9813.5739,11.091743119266052,11839.616100000001,8134.236099999999,High,Medium
2275,North,Operator1,1800 MHz,98.45,97.42,3,High,High Uptime,32.81666666666667,2.5799999999999983,2.789999999999999,4.599655005299981,1.2753628004126085,3.520953777603714,9590.999,38.1589147286822,9692.4025,9490.6564,Medium,High
2276,North,Operator1,2500 MHz,119.34,96.09,1,Low,High Uptime,119.34,3.9099999999999966,2.4549999999999983,4.790321069792205,1.5912739418064286,4.790321069792205,11467.3806,30.52173913043481,14242.035600000001,9233.2881,Very High,High
2277,Central,Operator3,1800 MHz,102.59,98.63,1,Low,High Uptime,102.59,1.3700000000000043,1.1850000000000025,4.64044080007001,0.8628899551470416,4.64044080007001,10118.4517,74.88321167883188,10524.7081,9727.8769,High,High
2278,East,Operator2,800 MHz,148.65,92.59,0,Low,Low Uptime,148.65,7.409999999999997,3.7049999999999983,5.008299234298708,2.129421473984856,5.008299234298708,13763.5035,20.060728744939283,22096.822500000002,8572.9081,Very High,Medium
2279,Central,Operator1,2300 MHz,93.19,98.95,3,High,High Uptime,31.063333333333333,1.0499999999999972,2.0249999999999986,4.545314018834725,0.7178397931503154,3.4677131134964143,9221.1505,88.75238095238119,8684.3761,9791.1025,Medium,High
2280,North,Operator3,800 MHz,143.23,102.73,2,High,High Uptime,71.615,-2.730000000000004,-0.365000000000002,4.971409247595418,,4.285171512059767,14714.017899999999,-52.46520146520138,20514.832899999998,10553.4529,Very High,
2281,Central,Operator2,2100 MHz,135.76,86.92,3,High,Low Uptime,45.25333333333333,13.079999999999998,8.04,4.9182275647711,2.644755350729896,3.834133533433439,11800.259199999999,10.379204892966362,18430.777599999998,7555.0864,Very High,Low
2282,North,Operator3,2300 MHz,123.5,97.51,1,Low,High Uptime,123.5,2.489999999999995,1.7449999999999974,4.824305715904762,1.2499017362143343,4.824305715904762,12042.485,49.59839357429729,15252.25,9508.200100000002,Very High,High
2283,Central,Operator3,2300 MHz,115.65,91.7,1,Low,Low Uptime,115.65,8.299999999999997,4.649999999999999,4.759177998467439,2.23001440015921,4.759177998467439,10605.105000000001,13.933734939759042,13374.9225,8408.890000000001,Very High,Medium
2284,West,Operator2,2100 MHz,129.52,96.43,1,Low,High Uptime,129.52,3.569999999999993,2.2849999999999966,4.87152647172512,1.5195132049061117,4.87152647172512,12489.613600000002,36.280112044818,16775.4304,9298.744900000002,Very High,High
2285,East,Operator1,2300 MHz,82.31,90.55,2,High,Low Uptime,41.155,9.450000000000005,5.725000000000001,4.422568589986818,2.3466019784108205,3.7413533013746387,7453.1705,8.710052910052905,6774.936100000001,8199.3025,Low,Medium
2286,East,Operator1,2300 MHz,80.68,86.87,0,Low,Low Uptime,80.68,13.129999999999995,6.564999999999998,4.40280917385641,2.6483001966964355,4.40280917385641,7008.671600000001,6.144706778370147,6509.262400000001,7546.396900000001,Low,Low
2287,South,Operator2,800 MHz,102.75,95.05,2,High,High Uptime,51.375,4.950000000000003,3.4750000000000014,4.641984159110807,1.7833912195575388,3.9584293782423017,9766.387499999999,20.757575757575747,10557.5625,9034.502499999999,High,High
2288,East,Operator2,800 MHz,98.61,91.53,2,High,Low Uptime,49.305,8.469999999999999,5.234999999999999,4.601262561157074,2.248128907197987,3.918104475744014,9025.7733,11.642266824085008,9723.9321,8377.7409,Medium,Medium
2289,North,Operator3,2100 MHz,123.18,87.98,5,High,Low Uptime,24.636000000000003,12.019999999999996,8.509999999999998,4.821732125936746,2.566486636780423,3.2439976136419806,10837.376400000001,10.247920133111485,15173.312400000003,7740.4804,Very High,Low
2290,North,Operator3,2500 MHz,138.43,104.74,1,Low,High Uptime,138.43,-4.739999999999995,-1.8699999999999972,4.93756268320693,,4.93756268320693,14499.1582,-29.204641350211002,19162.8649,10970.467599999998,Very High,
2291,Central,Operator2,2500 MHz,108.54,95.73,2,High,High Uptime,54.27,4.269999999999996,3.134999999999998,4.696289779355575,1.6620303625532702,4.012230265845171,10390.534200000002,25.419203747072626,11780.931600000002,9164.2329,High,High
2292,East,Operator1,2500 MHz,109.34,94.64,0,Low,Low Uptime,109.34,5.359999999999999,2.68,4.703566507844284,1.8500283773520305,4.703566507844284,10347.937600000001,20.399253731343286,11955.2356,8956.7296,High,Medium
2293,West,Operator1,2100 MHz,94.88,95.9,1,Low,High Uptime,94.88,4.099999999999994,2.549999999999997,4.563097409566184,1.629240539730279,4.563097409566184,9098.992,23.141463414634178,9002.214399999999,9196.810000000001,Medium,High
2294,West,Operator1,1800 MHz,102.21,91.39,3,High,Low Uptime,34.07,8.61,5.805,4.636765747577842,2.262804222982201,3.5573460641520867,9340.971899999999,11.871080139372822,10446.8841,8352.1321,High,Medium
2295,West,Operator3,2500 MHz,115.96,95.8,2,High,High Uptime,57.98,4.200000000000003,3.1000000000000014,4.761831996001468,1.648658625587382,4.07719840338713,11108.967999999999,27.60952380952379,13446.721599999999,9177.64,Very High,High
2296,North,Operator3,2500 MHz,108.24,94.3,4,High,Low Uptime,27.06,5.700000000000003,4.850000000000001,4.693547296605504,1.9021075263969207,3.3343450746743146,10207.032,18.989473684210516,11715.897599999998,8892.49,High,Medium
2297,East,Operator2,2500 MHz,80.42,93.51,3,High,Low Uptime,26.80666666666667,6.489999999999995,4.744999999999997,4.399620943074833,2.0135687975291274,3.3252758001006892,7520.074200000001,12.391371340523893,6467.3764,8744.1201,Low,Medium
2298,North,Operator2,2100 MHz,109.52,94.13,1,Low,Low Uptime,109.52,5.8700000000000045,3.4350000000000023,4.705196500055216,1.9271641062342586,4.705196500055216,10309.1176,18.657580919931842,11994.6304,8860.4569,High,Medium
2299,South,Operator3,800 MHz,118.82,93.95,1,Low,Low Uptime,118.82,6.049999999999997,3.5249999999999986,4.785990616655779,1.9530276168241767,4.785990616655779,11163.139,19.63966942148761,14118.192399999998,8826.6025,Very High,Medium
2300,West,Operator3,2100 MHz,80.9,92.75,2,High,Low Uptime,40.45,7.25,4.625,4.405498990859024,2.1102132003465894,3.724487881581304,7503.475,11.158620689655173,6544.810000000001,8602.5625,Low,Medium
2301,Central,Operator1,2100 MHz,72.35,97.38,1,Low,High Uptime,72.35,2.6200000000000045,1.8100000000000025,4.29524250458899,1.286474025837681,4.29524250458899,7045.442999999999,27.614503816793842,5234.522499999999,9482.864399999999,Low,High
2302,North,Operator2,800 MHz,118.2,92.94,0,Low,Low Uptime,118.2,7.060000000000002,3.530000000000001,4.7808027546312495,2.086913556518537,4.7808027546312495,10985.508,16.74220963172804,13971.24,8637.8436,Very High,Medium
2303,West,Operator2,1800 MHz,117.16,103.22,2,High,High Uptime,58.58,-3.219999999999999,-0.6099999999999994,4.7720396382231245,,4.0873199472851365,12093.2552,-36.385093167701875,13726.4656,10654.3684,Very High,
2304,Central,Operator2,2300 MHz,105.95,92.66,2,High,Low Uptime,52.975,7.340000000000003,4.670000000000002,4.672361435528415,2.1210632163706555,3.988520976400871,9817.327,14.434604904632145,11225.4025,8585.8756,High,Medium
2305,North,Operator3,2100 MHz,100.15,97.28,6,High,High Uptime,16.691666666666666,2.719999999999999,4.359999999999999,4.6166045636137545,1.3137236682850548,2.87309371892121,9742.592,36.819852941176485,10030.022500000001,9463.3984,High,High
2306,West,Operator2,1800 MHz,105.9,101.21,2,High,High Uptime,52.95,-1.2099999999999935,0.3950000000000031,4.671893818030999,,3.9880576917041437,10718.139,-87.52066115702527,11214.810000000001,10243.4641,High,
2307,Central,Operator3,2500 MHz,113.79,96.37,0,Low,High Uptime,113.79,3.629999999999996,1.8149999999999975,4.743104372077405,1.5325568680981418,4.743104372077405,10965.9423,31.347107438016565,12948.164100000002,9287.1769,Very High,High
2308,South,Operator2,2300 MHz,94.53,91.78,2,High,Low Uptime,47.265,8.219999999999999,5.109999999999999,4.559440334281917,2.221375037568502,3.876706660300578,8675.9634,11.500000000000002,8935.920900000001,8423.5684,Medium,Medium
2309,South,Operator1,2300 MHz,116.18,104.39,1,Low,High Uptime,116.18,-4.390000000000001,-1.6950000000000005,4.7637112141166424,,4.7637112141166424,12128.030200000001,-26.464692482915716,13497.792400000002,10897.2721,Very High,
2310,West,Operator2,1800 MHz,146.31,90.28,0,Low,Low Uptime,146.31,9.72,4.859999999999999,4.992539209826846,2.372111155642656,4.992539209826846,13208.8668,15.052469135802468,21406.6161,8150.4784,Very High,Medium
2311,East,Operator2,800 MHz,97.84,98.17,1,Low,High Uptime,97.84,1.8299999999999983,1.4149999999999991,4.593502381120409,1.0402767116551455,4.593502381120409,9604.952800000001,53.46448087431699,9572.6656,9637.3489,Medium,High
2312,South,Operator3,2300 MHz,113.25,97.73,0,Low,High Uptime,113.25,2.269999999999996,1.134999999999998,4.738389029774314,1.1847899849091608,4.738389029774314,11067.9225,49.88986784140978,12825.5625,9551.152900000001,Very High,High
2313,East,Operator2,2300 MHz,94.0,91.88,1,Low,Low Uptime,94.0,8.120000000000005,4.560000000000002,4.553876891600541,2.2104698040862405,4.553876891600541,8636.72,11.576354679802948,8836.0,8441.934399999998,Medium,Medium
2314,West,Operator2,800 MHz,87.98,96.68,3,High,High Uptime,29.326666666666668,3.319999999999993,3.1599999999999966,4.488411625377895,1.4632554022560174,3.4120274134737483,8505.906400000002,26.500000000000057,7740.4804,9347.022400000002,Medium,High
2315,South,Operator2,800 MHz,119.13,93.65,3,High,Low Uptime,39.71,6.349999999999994,4.674999999999997,4.788574489733284,1.9947003132247445,3.7064737625148876,11156.5245,18.76062992125986,14191.9569,8770.3225,Very High,Medium
2316,East,Operator3,2100 MHz,81.08,99.43,2,High,High Uptime,40.54,0.5699999999999932,1.2849999999999966,4.407694381422459,0.45107561936021234,3.726656818447966,8061.7844000000005,142.24561403508943,6573.966399999999,9886.324900000001,Low,High
2317,Central,Operator1,2300 MHz,109.46,101.01,2,High,High Uptime,54.73,-1.0100000000000051,0.4949999999999974,4.704653464473041,,4.020518601581445,11056.5546,-108.37623762376182,11981.4916,10203.020100000002,High,
2318,South,Operator3,1800 MHz,98.31,93.13,2,High,Low Uptime,49.155,6.8700000000000045,4.435000000000002,4.598246270915267,2.0630580624293122,3.9151182103354483,9155.6103,14.310043668122262,9664.8561,8673.196899999999,Medium,Medium
2319,North,Operator1,800 MHz,91.12,93.64,1,Low,Low Uptime,91.12,6.359999999999999,3.68,4.523092074952484,1.9960599327407846,4.523092074952484,8532.4768,14.327044025157235,8302.8544,8768.4496,Medium,Medium
2320,South,Operator1,2500 MHz,91.34,95.41,3,High,High Uptime,30.44666666666667,4.590000000000003,3.7950000000000017,4.525477417078843,1.7209792871670082,3.448292989188006,8714.7494,19.89978213507624,8342.9956,9103.068099999999,Medium,High
2321,West,Operator2,1800 MHz,107.75,94.03,1,Low,Low Uptime,107.75,5.969999999999999,3.4849999999999994,4.689051669968793,1.9416152247724323,4.689051669968793,10131.7325,18.048576214405365,11610.0625,8841.6409,High,Medium
2322,South,Operator2,2500 MHz,98.75,95.79,2,High,High Uptime,49.375,4.209999999999994,3.104999999999997,4.602667055769973,1.6505798557652742,3.919495020266847,9459.2625,23.456057007125924,9751.5625,9175.724100000001,Medium,High
2323,West,Operator3,2500 MHz,115.03,95.76,2,High,High Uptime,57.515,4.239999999999995,3.119999999999997,4.753848778359454,1.6563214983329497,4.0692831316267295,11015.2728,27.12971698113211,13231.9009,9169.9776,Very High,High
2324,East,Operator3,800 MHz,123.31,99.53,1,Low,High Uptime,123.31,0.4699999999999988,0.7349999999999994,4.822778445803624,0.3852624007906441,4.822778445803624,12273.0443,262.36170212766024,15205.3561,9906.2209,Very High,High
2325,South,Operator3,2100 MHz,65.48,91.38,1,Low,Low Uptime,65.48,8.620000000000005,4.810000000000002,4.196901150547193,2.2638442646776156,4.196901150547193,5983.5624,7.5962877030162375,4287.630400000001,8350.304399999999,Low,Medium
2326,Central,Operator2,800 MHz,89.83,90.2,2,High,Low Uptime,44.915,9.799999999999995,5.899999999999999,4.508989627514122,2.3795461341301736,3.8267918610654856,8102.666,9.166326530612249,8069.4289,8136.040000000001,Medium,Medium
2327,East,Operator2,2300 MHz,94.0,98.2,2,High,High Uptime,47.0,1.7999999999999972,1.8999999999999984,4.553876891600541,1.0296194171811572,3.8712010109078907,9230.800000000001,52.22222222222231,8836.0,9643.24,Medium,High
2328,West,Operator2,2300 MHz,105.6,91.98,4,High,Low Uptime,26.4,8.019999999999996,6.009999999999998,4.669083511731744,2.1994443340745318,3.3105430133940246,9713.088,13.167082294264345,11151.359999999999,8460.3204,High,Medium
2329,East,Operator1,2500 MHz,115.65,90.51,0,Low,Low Uptime,115.65,9.489999999999997,4.744999999999997,4.759177998467439,2.3504224224082053,4.759177998467439,10467.481500000002,12.186512118018973,13374.9225,8192.0601,Very High,Medium
2330,Central,Operator2,800 MHz,79.02,98.64,5,High,High Uptime,15.803999999999998,1.3599999999999994,3.18,4.382276603429089,0.8586616190375185,2.8216169533071356,7794.5328,58.10294117647061,6244.1604,9729.8496,Low,High
2331,West,Operator3,1800 MHz,114.83,88.69,0,Low,Low Uptime,114.83,11.310000000000002,5.655000000000001,4.752123598944254,2.510411940196362,4.752123598944254,10184.2727,10.152961980548186,13185.928899999999,7865.9160999999995,Very High,Low
2332,East,Operator3,800 MHz,100.38,95.1,1,Low,High Uptime,100.38,4.900000000000006,2.950000000000003,4.6188758330442035,1.7749523509116747,4.6188758330442035,9546.137999999999,20.485714285714263,10076.1444,9044.009999999998,High,High
2333,North,Operator1,2100 MHz,124.58,96.16,2,High,High Uptime,62.29,3.8400000000000034,2.9200000000000017,4.832943005685963,1.576914720728541,4.147727338787214,11979.612799999999,32.44270833333331,15520.1764,9246.7456,Very High,High
2334,East,Operator2,2100 MHz,82.48,98.67,4,High,High Uptime,20.62,1.3299999999999983,2.664999999999999,4.424607082209,0.8458682675776085,3.073618812211062,8138.301600000001,62.01503759398504,6802.950400000001,9735.768900000001,Low,High
2335,Central,Operator2,2100 MHz,108.75,100.03,3,High,High Uptime,36.25,-0.0300000000000011,1.4849999999999994,4.698205051955281,-0.030459207484709677,3.6176519448255684,10878.2625,-3624.999999999867,11826.5625,10006.000900000001,High,
2336,West,Operator3,800 MHz,79.24,101.02,0,Low,High Uptime,79.24,-1.019999999999996,-0.509999999999998,4.38502214365368,,4.38502214365368,8004.824799999999,-77.68627450980422,6278.977599999999,10205.0404,Low,
2337,Central,Operator2,2300 MHz,109.6,96.94,0,Low,High Uptime,109.6,3.0600000000000023,1.5300000000000011,4.7059200890882344,1.4011829736136419,4.7059200890882344,10624.624,35.81699346405226,12012.159999999998,9397.363599999999,High,High
2338,North,Operator3,800 MHz,110.01,100.82,3,High,High Uptime,36.67,-0.8199999999999932,1.0900000000000034,4.709620287344555,-1.7147984280918886,3.62886402170395,11091.2082,-134.158536585367,12102.200100000002,10164.6724,High,
2339,Central,Operator2,800 MHz,95.3,99.5,2,High,High Uptime,47.65,0.5,1.25,4.56746831880408,0.4054651081081644,3.884651808632014,9482.35,190.6,9082.09,9900.25,Medium,High
2340,East,Operator1,2100 MHz,117.75,96.42,5,High,High Uptime,23.55,3.5799999999999983,4.289999999999999,4.7770204429147505,1.521698998126093,3.2007118542405295,11353.455,32.89106145251398,13865.0625,9296.8164,Very High,High
2341,North,Operator3,2100 MHz,88.94,98.74,5,High,High Uptime,17.788,1.2600000000000051,3.1300000000000026,4.499142781342561,0.8153648132841967,2.9332183681647486,8781.935599999999,70.5873015873013,7910.3236,9749.587599999999,Medium,High
